Date,Open,High,Low,Close,Adj Close,Volume
2013-12-01,42493.558594,43086.738281,41409.250000,42727.089844,42727.089844,4603418800
2014-01-01,42725.531250,42841.960938,40228.289063,40879.750000,40879.750000,4229492000
2014-02-01,40881.121094,40958.648438,38469.601563,38782.890625,38782.890625,3833515000
2014-03-01,38780.429688,40461.601563,37751.640625,40461.601563,40461.601563,4802405800
2014-04-01,40465.980469,41167.300781,39979.531250,40711.558594,40711.558594,4005165200
2014-05-01,40729.039063,42492.609375,40729.039063,41362.511719,41362.511719,4145067000
2014-06-01,41375.410156,43175.769531,41375.410156,42737.171875,42737.171875,3759913300
2014-07-01,42744.949219,44714.410156,42602.179688,43817.691406,43817.691406,3862245200
2014-08-01,43819.429688,45762.371094,43706.820313,45628.089844,45628.089844,3653269300
2014-09-01,45630.718750,46554.281250,44426.601563,44985.660156,44985.660156,3527024300
2014-10-01,44985.390625,45223.000000,42431.140625,45027.519531,45027.519531,4571794800
2014-11-01,45029.460938,45211.738281,43296.640625,44190.468750,44190.468750,3561912800
2014-12-01,44179.210938,44248.109375,39580.781250,43145.660156,43145.660156,3580012000
2015-01-01,43146.519531,43325.429688,40723.660156,40950.578125,40950.578125,4064376800
2015-02-01,40954.621094,44439.988281,40944.808594,44190.171875,44190.171875,3934966300
2015-03-01,44179.929688,44441.148438,42674.250000,43724.781250,43724.781250,4235277600
2015-04-01,43709.488281,46078.070313,43697.449219,44582.390625,44582.390625,3899846400
2015-05-01,44589.101563,45540.679688,44124.589844,44703.621094,44703.621094,3729981800
2015-06-01,44699.558594,45630.191406,44139.718750,45053.699219,45053.699219,4066611600
2015-07-01,45052.890625,45664.769531,43713.718750,44752.929688,44752.929688,4245777800
2015-08-01,44737.511719,45388.640625,39256.578125,43721.960938,43721.960938,4289232100
2015-09-01,43707.019531,44075.519531,41791.601563,42632.539063,42632.539063,3883811000
2015-10-01,42627.421875,45102.578125,42203.820313,44542.761719,44542.761719,4206660300
2015-11-01,44543.839844,45680.109375,43382.128906,43418.550781,43418.550781,4159364300
2015-12-01,43418.550781,44024.949219,41514.769531,42977.500000,42977.500000,4371348600
2016-01-01,42963.898438,43631.179688,39924.089844,43630.769531,43630.769531,4510659400
2016-02-01,43639.921875,44260.230469,41757.398438,43714.929688,43714.929688,4630783800
2016-03-01,43717.648438,46307.609375,43715.988281,45881.078125,45881.078125,5083317000
2016-04-01,45877.390625,46077.101563,44708.628906,45784.769531,45784.769531,4186899200
2016-05-01,45785.960938,46220.628906,44823.210938,45459.449219,45459.449219,4792703200
2016-06-01,45468.539063,46545.320313,43902.250000,45966.488281,45966.488281,4815069600
2016-07-01,45973.199219,47785.289063,45104.871094,46660.671875,46660.671875,4184920700
2016-08-01,46654.500000,48956.058594,46143.808594,47541.320313,47541.320313,4905018500
2016-09-01,47544.039063,48488.351563,45679.570313,47245.800781,47245.800781,4617769000
2016-10-01,47250.550781,48619.441406,47080.019531,48009.281250,48009.281250,3918838300
2016-11-01,48021.289063,48672.941406,43998.980469,45315.960938,45315.960938,6198713800
2016-12-01,45314.039063,47241.128906,44471.839844,45642.898438,45642.898438,3721065700
2017-01-01,45642.800781,48632.511719,45314.578125,47001.058594,47001.058594,3957117700
2017-02-01,47001.968750,48115.980469,46587.929688,46856.789063,46856.789063,3659561100
2017-03-01,46853.671875,49523.941406,46597.578125,48541.558594,48541.558594,4039192700
2017-04-01,48549.230469,50147.039063,48335.980469,49261.328125,49261.328125,2720546000
2017-05-01,49260.121094,50154.328125,48146.000000,48788.441406,48788.441406,3589382700
2017-06-01,48795.890625,49901.511719,48770.980469,49857.488281,49857.488281,3600293900
2017-07-01,49831.531250,51772.371094,49696.968750,51011.871094,51011.871094,3381135900
2017-08-01,51282.191406,51722.058594,50605.878906,51210.480469,51210.480469,4064689900
2017-09-01,51271.320313,51370.820313,49778.800781,50346.058594,50346.058594,3194299000
2017-10-01,50499.171875,50909.480469,48579.679688,48625.531250,48625.531250,3998434200
2017-11-01,48700.160156,49276.468750,46960.890625,47092.441406,47092.441406,3708112900
2017-12-01,47098.359375,49388.980469,46933.289063,49354.421875,49354.421875,3405984800
2018-01-01,49376.261719,51121.230469,48408.750000,50456.171875,50456.171875,3517766800
2018-02-01,50425.839844,50926.960938,46985.808594,47437.929688,47437.929688,3088497800
2018-03-01,47470.671875,48983.929688,45895.101563,46124.851563,46124.851563,4559161600
2018-04-01,46124.851563,49193.050781,45785.410156,48358.160156,48358.160156,3455218300
2018-05-01,48318.031250,48496.089844,44429.359375,44662.550781,44662.550781,3977713500
2018-06-01,44692.789063,47705.570313,44531.800781,47663.199219,47663.199219,3651544700
2018-07-01,47684.429688,50080.800781,46566.289063,49698.011719,49698.011719,3137290000
2018-08-01,49742.058594,50603.390625,47879.078125,49547.679688,49547.679688,2805024100
2018-09-01,49574.121094,49964.968750,48198.738281,49504.160156,49504.160156,2658646900
2018-10-01,49547.851563,50041.601563,43407.488281,43942.550781,43942.550781,3799489900
2018-11-01,43993.351563,46975.179688,39271.558594,41732.781250,41732.781250,4502699100
2018-12-01,41976.609375,42947.199219,40278.160156,41640.269531,41640.269531,3043756100
2019-01-01,41550.750000,44541.410156,41436.488281,43987.941406,43987.941406,3653051300
2019-02-01,44095.441406,44495.019531,42066.078125,42823.808594,42823.808594,2917980900
2019-03-01,42947.710938,43362.910156,41140.320313,43281.281250,43281.281250,3414184000
2019-04-01,43302.449219,45599.570313,43168.058594,44597.320313,44597.320313,2708066200
2019-05-01,44513.050781,44577.000000,42050.421875,42749.160156,42749.160156,3684024300
2019-06-01,42857.789063,43958.398438,42748.738281,43161.171875,43161.171875,2941183600
2019-07-01,43218.101563,43763.988281,40540.968750,40863.089844,40863.089844,2817583200
2019-08-01,40816.980469,42680.230469,38265.511719,42622.500000,42622.500000,4691551300
2019-09-01,42621.871094,43665.941406,41724.230469,43011.269531,43011.269531,3695538100
2019-10-01,43006.121094,43979.289063,42107.011719,43337.281250,43337.281250,3488658000
2019-11-01,43337.121094,44261.339844,42755.988281,42820.179688,42820.179688,2844811000
