DATE,MEXCPIALLMINMEI
2003-01-01,61.0640623007411
2003-02-01,61.2336846960214
2003-03-01,61.6202109904914
2003-04-01,61.7254123366929
2003-05-01,61.5262390014694
2003-06-01,61.5770666181734
2003-07-01,61.6663104568047
2003-08-01,61.8512993408551
2003-09-01,62.2195040525606
2003-10-01,62.4476373089299
2003-11-01,62.9659607955519
2003-12-01,63.236647405441
2004-01-01,63.629674906699
2004-02-01,64.0102910131802
2004-03-01,64.2271949123709
2004-04-01,64.3241219953882
2004-05-01,64.1627738632922
2004-06-01,64.2656111342982
2004-07-01,64.4340514919803
2004-08-01,64.8318071436299
2004-09-01,65.3678611942183
2004-10-01,65.8205815941635
2004-11-01,66.3820494531035
2004-12-01,66.5191658144452
2005-01-01,66.5215298896406
2005-02-01,66.743161939222
2005-03-01,67.0439905078543
2005-04-01,67.2827621026039
2005-05-01,67.1137307261228
2005-06-01,67.0493096770441
2005-07-01,67.311722023749
2005-08-01,67.392100580397
2005-09-01,67.662196171487
2005-10-01,67.8282724539739
2005-11-01,68.3164539818527
2005-12-01,68.7360773290604
2006-01-01,69.1391521498996
2006-02-01,69.2449445149001
2006-03-01,69.331824278336
2006-04-01,69.433479511744
2006-05-01,69.1243766799275
2006-06-01,69.1840695786148
2006-07-01,69.3737866130568
2006-08-01,69.7278068735884
2006-09-01,70.4317102630599
2006-10-01,70.7396310572791
2006-11-01,71.110790862978
2006-12-01,71.5221399470015
2007-01-01,71.8915266963042
2007-02-01,72.0924730879256
2007-03-01,72.248502050831
2007-04-01,72.2053576785121
2007-05-01,71.8531104743768
2007-06-01,71.9393992190138
2007-07-01,72.2449559380376
2007-08-01,72.539283299882
2007-09-01,73.1025242152191
2007-10-01,73.3873952762812
2007-11-01,73.9051277441043
2007-12-01,74.2106844631272
2008-01-01,74.5546574040775
2008-02-01,74.7762894536598
2008-03-01,75.3182536922361
2008-04-01,75.4896491439127
2008-05-01,75.4080885496674
2008-06-01,75.7201464754782
2008-07-01,76.1421338978811
2008-08-01,76.5818518842514
2008-09-01,77.103721483666
2008-10-01,77.629137195875
2008-11-01,78.5115282626091
2008-12-01,79.0552655575827
2009-01-01,79.2384813852369
2009-02-01,79.4134229497068
2009-03-01,79.8702804812444
2009-04-01,80.1498323731168
2009-05-01,79.9163799475577
2009-06-01,80.0635436284799
2009-07-01,80.2816295652679
2009-08-01,80.4737106749053
2009-09-01,80.8773765145436
2009-10-01,81.1220582972821
2009-11-01,81.5428636820877
2009-12-01,81.8803354162502
2010-01-01,82.7704097273702
2010-02-01,83.2491349544669
2010-03-01,83.8401537533519
2010-04-01,83.5730132562554
2010-05-01,83.04641550645
2010-06-01,83.0204106792985
2010-07-01,83.2006714129583
2010-08-01,83.431759763322
2010-09-01,83.8691136744968
2010-10-01,84.3868461423198
2010-11-01,85.0629716482436
2010-12-01,85.4843680518484
2011-01-01,85.9008174153391
2011-02-01,86.2230697534898
2011-03-01,86.3884811930193
2011-04-01,86.3816247602927
2011-05-01,85.7448335708087
2011-06-01,85.7405483003546
2011-07-01,86.1519342639512
2011-08-01,86.2882058643926
2011-09-01,86.4998982248267
2011-10-01,87.0835520606794
2011-11-01,88.0254545064975
2011-12-01,88.748808159155
2012-01-01,89.3770288077306
2012-02-01,89.5587242749858
2012-03-01,89.6101475204354
2012-04-01,89.3290337786444
2012-05-01,89.0470629827626
2012-06-01,89.4575918922683
2012-07-01,89.9598255894926
2012-08-01,90.2297976281028
2012-09-01,90.6274707262462
2012-10-01,91.0859946648382
2012-11-01,91.7047877184148
2012-12-01,91.9156230247582
2013-01-01,92.2858703919951
2013-02-01,92.740109060133
2013-03-01,93.4206100082492
2013-04-01,93.4823179027887
2013-05-01,93.1712072678188
2013-06-01,93.1146416978241
2013-07-01,93.0837877505544
2013-08-01,93.3486174646198
2013-09-01,93.7000096418585
2013-10-01,94.1456777690882
2013-11-01,95.0233011580944
2013-12-01,95.5683875598598
2014-01-01,96.4228704884138
