country,Date,C,X,GDP,M,I,Q,Y,time,population,log_population,TB,TBGDP,IGDP,C_growth,GDP_growth,I_growth,C_cycle,GDP_cycle,I_cycle,TBGDP_cycle,C_linear_cycle,GDP_linear_cycle,I_linear_cycle,TBGDP_linear_cycle
Mexico,Q1 1993,-4.0153665717950515,0.004126569054376705,-3.538998589737943,0.004300504081740784,-5.118031735338858,1,1993,1993-01-01,86648447.0,18.277369651287838,-0.00017393502736407981,-0.005989004078516871,0.20617434243924593,,,,-0.0007890761272788538,-0.002560211895411335,-0.02116117731204259,0.0009597521560775427,,,,
Mexico,Q2 1993,-4.0009902814294085,0.0042591472230536845,-3.5315149954149074,0.004539509550550676,-5.109466922945899,2,1993,1993-04-01,86231628.24990958,18.272547585388637,-0.0002803623274969915,-0.009581580043414164,0.2063973824195458,,,,0.01246056784399574,0.0035175255107713355,-0.0031188862288349384,-0.005061418538015557,,,,
Mexico,Q3 1993,-3.998524356578667,0.004351380341813841,-3.5165296071460896,0.004610926214107669,-5.083125267705411,3,1993,1993-07-01,85816814.58907862,18.267725519489435,-0.00025954587229382736,-0.008738231179636518,0.20875464571861824,,,,0.013800339472949119,0.017098656995171435,0.03271347343772035,-0.006647264248531268,,,,
Mexico,Q4 1993,-3.9783110035494404,0.004559676555454209,-3.498567638030474,0.004894657366836276,-5.005488689338119,4,1993,1993-10-01,85403996.37210861,18.262903453590233,-0.0003349808113820669,-0.011077163090547374,0.22159119662765014,,,,0.032880737770642376,0.03365737113779277,0.1198691570066126,-0.011413427037344319,,,,
Mexico,Q1 1994,-4.007028819221776,0.004495462711730989,-3.521917582701066,0.005031946989769195,-4.983164187129094,1,1994,1994-01-01,88314423.99999993,18.29641400444205,-0.0005364842780382064,-0.018159603889416884,0.23194694833658175,,,,0.003007245962535876,0.008893888323999732,0.1517358943115834,-0.020914416936080815,,,,
Mexico,Q2 1994,-3.969172960113405,0.004508776639680909,-3.4963589894237956,0.005206733684800765,-4.948098452254493,2,1994,1994-04-01,87894950.59751874,18.291652916153495,-0.0006979570451198566,-0.023029160745320593,0.23416261646408804,,,,0.039648237175295975,0.03299633944926672,0.1962868050721598,-0.028179989640273923,,,,
Mexico,Q3 1994,-3.949815310585726,0.004632974660351388,-3.483915462612776,0.005392117560861006,-4.942699683096143,3,1994,1994-07-01,87477469.59817421,18.28689182786494,-0.0007591429005096182,-0.024738239837760266,0.23251879454169483,,,,0.05769347716319828,0.04390324058068629,0.21093866686825624,-0.032235628345297966,,,,
Mexico,Q4 1994,-3.9387275513036126,0.0048272396383089765,-3.4675857898451357,0.0055507196938018874,-4.968018383495233,4,1994,1994-10-01,87061971.53850515,18.282130739576388,-0.0007234800554929109,-0.023194228817373652,0.22303365633297825,,,,0.06730815522880551,0.05855730191017772,0.19434327256725226,-0.0329441852241381,,,,
Mexico,Q1 1995,-4.043816787262147,0.0049548040530858544,-3.5597080845688565,0.00413370311464858,-5.366537424557978,1,1995,1995-01-01,89969572.00000007,18.314982082240718,0.000821100938437274,0.028864107066101527,0.16417385191444522,,,,-0.03951402207875265,-0.03546553176655509,-0.19641178889529165,0.017020257218836397,,,,
Mexico,Q2 1995,-4.055081946482885,0.0054072442493118406,-3.605220587694389,0.004302433565100508,-5.491552666139462,2,1995,1995-04-01,89552899.34639566,18.31034006279105,0.001104810684211333,0.04064576227493682,0.15162694585748165,,,,-0.05291323883383914,-0.08322604142996903,-0.3151733818780329,0.026951966307030548,,,,
Mexico,Q3 1995,-4.042908746582393,0.005809084693213878,-3.5818049006335184,0.0044831037131677545,-5.473628679873385,3,1995,1995-07-01,89138156.4129892,18.305698043341383,0.0013259809800461233,0.04765356522715168,0.15079653830033016,,,,-0.04339177244202297,-0.06250620260450201,-0.2929343251501866,0.03242840565883555,,,,
Mexico,Q4 1995,-4.038546360832949,0.005622077438703713,-3.558182458558027,0.004551775469270855,-5.3746187265706356,4,1995,1995-10-01,88725334.2627407,18.301056023891718,0.0010703019694328578,0.03756689767466976,0.16260419738713117,,,,-0.04228228519031596,-0.04207580829869384,-0.19177914329448242,0.02118674724760487,,,,
Mexico,Q1 1996,-4.049518228245404,0.006004537456398484,-3.563330209707257,0.004694400832087197,-5.362788984178999,1,1996,1996-01-01,91586555.00000003,18.332795039395215,0.0013101366243112866,0.04622226622230861,0.1653883764141475,,,,-0.057164585246529676,-0.05092109821201829,-0.18002219407732767,0.029101020146049126,,,,
Mexico,Q2 1996,-4.037848840080705,0.006139834673599552,-3.5459014278305916,0.0048446897772803635,-5.304548048734758,2,1996,1996-04-01,91179604.95046917,18.328341800106593,0.0012951448963191888,0.04490387104185363,0.17227786337809356,,,,-0.05009310660032096,-0.03767834017380034,-0.1240003913890666,0.027479705276817017,,,,
